category_order,category,category_name_ko,item_order,base_id,item_name_ko,grade_order,grade,grade_name_ko,relative_path
4,BOK,고서,5,BASE-BOK-05,대륙 우편 지도첩,2,RARE,레어,04_BOK_고서/05_BASE-BOK-05_대륙_우편_지도첩/02_RARE_레어/BASE-BOK-05_RARE.png
4,BOK,고서,5,BASE-BOK-05,대륙 우편 지도첩,3,EPIC,에픽,04_BOK_고서/05_BASE-BOK-05_대륙_우편_지도첩/03_EPIC_에픽/BASE-BOK-05_EPIC.png
4,BOK,고서,5,BASE-BOK-05,대륙 우편 지도첩,4,LEGENDARY,전설,04_BOK_고서/05_BASE-BOK-05_대륙_우편_지도첩/04_LEGENDARY_전설/BASE-BOK-05_LEGENDARY.png
4,BOK,고서,6,BASE-BOK-06,건국항로 해도집,1,COMMON,일반,04_BOK_고서/06_BASE-BOK-06_건국항로_해도집/01_COMMON_일반/BASE-BOK-06_COMMON.png
4,BOK,고서,6,BASE-BOK-06,건국항로 해도집,2,RARE,레어,04_BOK_고서/06_BASE-BOK-06_건국항로_해도집/02_RARE_레어/BASE-BOK-06_RARE.png
4,BOK,고서,6,BASE-BOK-06,건국항로 해도집,3,EPIC,에픽,04_BOK_고서/06_BASE-BOK-06_건국항로_해도집/03_EPIC_에픽/BASE-BOK-06_EPIC.png
4,BOK,고서,6,BASE-BOK-06,건국항로 해도집,4,LEGENDARY,전설,04_BOK_고서/06_BASE-BOK-06_건국항로_해도집/04_LEGENDARY_전설/BASE-BOK-06_LEGENDARY.png
4,BOK,고서,7,BASE-BOK-07,달과 파도 조수력,1,COMMON,일반,04_BOK_고서/07_BASE-BOK-07_달과_파도_조수력/01_COMMON_일반/BASE-BOK-07_COMMON.png
4,BOK,고서,7,BASE-BOK-07,달과 파도 조수력,2,RARE,레어,04_BOK_고서/07_BASE-BOK-07_달과_파도_조수력/02_RARE_레어/BASE-BOK-07_RARE.png
4,BOK,고서,7,BASE-BOK-07,달과 파도 조수력,3,EPIC,에픽,04_BOK_고서/07_BASE-BOK-07_달과_파도_조수력/03_EPIC_에픽/BASE-BOK-07_EPIC.png
4,BOK,고서,7,BASE-BOK-07,달과 파도 조수력,4,LEGENDARY,전설,04_BOK_고서/07_BASE-BOK-07_달과_파도_조수력/04_LEGENDARY_전설/BASE-BOK-07_LEGENDARY.png
4,BOK,고서,8,BASE-BOK-08,약초 처방집,1,COMMON,일반,04_BOK_고서/08_BASE-BOK-08_약초_처방집/01_COMMON_일반/BASE-BOK-08_COMMON.png
4,BOK,고서,8,BASE-BOK-08,약초 처방집,2,RARE,레어,04_BOK_고서/08_BASE-BOK-08_약초_처방집/02_RARE_레어/BASE-BOK-08_RARE.png
4,BOK,고서,8,BASE-BOK-08,약초 처방집,3,EPIC,에픽,04_BOK_고서/08_BASE-BOK-08_약초_처방집/03_EPIC_에픽/BASE-BOK-08_EPIC.png
4,BOK,고서,8,BASE-BOK-08,약초 처방집,4,LEGENDARY,전설,04_BOK_고서/08_BASE-BOK-08_약초_처방집/04_LEGENDARY_전설/BASE-BOK-08_LEGENDARY.png
4,BOK,고서,9,BASE-BOK-09,끈잠금 통역 수첩,1,COMMON,일반,04_BOK_고서/09_BASE-BOK-09_끈잠금_통역_수첩/01_COMMON_일반/BASE-BOK-09_COMMON.png
4,BOK,고서,9,BASE-BOK-09,끈잠금 통역 수첩,2,RARE,레어,04_BOK_고서/09_BASE-BOK-09_끈잠금_통역_수첩/02_RARE_레어/BASE-BOK-09_RARE.png
4,BOK,고서,9,BASE-BOK-09,끈잠금 통역 수첩,3,EPIC,에픽,04_BOK_고서/09_BASE-BOK-09_끈잠금_통역_수첩/03_EPIC_에픽/BASE-BOK-09_EPIC.png
4,BOK,고서,9,BASE-BOK-09,끈잠금 통역 수첩,4,LEGENDARY,전설,04_BOK_고서/09_BASE-BOK-09_끈잠금_통역_수첩/04_LEGENDARY_전설/BASE-BOK-09_LEGENDARY.png
4,BOK,고서,10,BASE-BOK-10,일식 관측 필사본,1,COMMON,일반,04_BOK_고서/10_BASE-BOK-10_일식_관측_필사본/01_COMMON_일반/BASE-BOK-10_COMMON.png
4,BOK,고서,10,BASE-BOK-10,일식 관측 필사본,2,RARE,레어,04_BOK_고서/10_BASE-BOK-10_일식_관측_필사본/02_RARE_레어/BASE-BOK-10_RARE.png
4,BOK,고서,10,BASE-BOK-10,일식 관측 필사본,3,EPIC,에픽,04_BOK_고서/10_BASE-BOK-10_일식_관측_필사본/03_EPIC_에픽/BASE-BOK-10_EPIC.png
4,BOK,고서,10,BASE-BOK-10,일식 관측 필사본,4,LEGENDARY,전설,04_BOK_고서/10_BASE-BOK-10_일식_관측_필사본/04_LEGENDARY_전설/BASE-BOK-10_LEGENDARY.png
5,MET,금은세공,1,BASE-MET-01,꽃문양 은제 성냥갑,1,COMMON,일반,05_MET_금은세공/01_BASE-MET-01_꽃문양_은제_성냥갑/01_COMMON_일반/BASE-MET-01_COMMON.png
5,MET,금은세공,1,BASE-MET-01,꽃문양 은제 성냥갑,2,RARE,레어,05_MET_금은세공/01_BASE-MET-01_꽃문양_은제_성냥갑/02_RARE_레어/BASE-MET-01_RARE.png
5,MET,금은세공,1,BASE-MET-01,꽃문양 은제 성냥갑,3,EPIC,에픽,05_MET_금은세공/01_BASE-MET-01_꽃문양_은제_성냥갑/03_EPIC_에픽/BASE-MET-01_EPIC.png
5,MET,금은세공,1,BASE-MET-01,꽃문양 은제 성냥갑,4,LEGENDARY,전설,05_MET_금은세공/01_BASE-MET-01_꽃문양_은제_성냥갑/04_LEGENDARY_전설/BASE-MET-01_LEGENDARY.png
5,MET,금은세공,2,BASE-MET-02,잎문양 소형 촛대,1,COMMON,일반,05_MET_금은세공/02_BASE-MET-02_잎문양_소형_촛대/01_COMMON_일반/BASE-MET-02_COMMON.png
5,MET,금은세공,2,BASE-MET-02,잎문양 소형 촛대,2,RARE,레어,05_MET_금은세공/02_BASE-MET-02_잎문양_소형_촛대/02_RARE_레어/BASE-MET-02_RARE.png
5,MET,금은세공,2,BASE-MET-02,잎문양 소형 촛대,3,EPIC,에픽,05_MET_금은세공/02_BASE-MET-02_잎문양_소형_촛대/03_EPIC_에픽/BASE-MET-02_EPIC.png
5,MET,금은세공,2,BASE-MET-02,잎문양 소형 촛대,4,LEGENDARY,전설,05_MET_금은세공/02_BASE-MET-02_잎문양_소형_촛대/04_LEGENDARY_전설/BASE-MET-02_LEGENDARY.png
5,MET,금은세공,3,BASE-MET-03,밧줄문 계량컵,1,COMMON,일반,05_MET_금은세공/03_BASE-MET-03_밧줄문_계량컵/01_COMMON_일반/BASE-MET-03_COMMON.png
5,MET,금은세공,3,BASE-MET-03,밧줄문 계량컵,2,RARE,레어,05_MET_금은세공/03_BASE-MET-03_밧줄문_계량컵/02_RARE_레어/BASE-MET-03_RARE.png
5,MET,금은세공,3,BASE-MET-03,밧줄문 계량컵,3,EPIC,에픽,05_MET_금은세공/03_BASE-MET-03_밧줄문_계량컵/03_EPIC_에픽/BASE-MET-03_EPIC.png
5,MET,금은세공,3,BASE-MET-03,밧줄문 계량컵,4,LEGENDARY,전설,05_MET_금은세공/03_BASE-MET-03_밧줄문_계량컵/04_LEGENDARY_전설/BASE-MET-03_LEGENDARY.png
5,MET,금은세공,4,BASE-MET-04,파도문 은제 티포트,1,COMMON,일반,05_MET_금은세공/04_BASE-MET-04_파도문_은제_티포트/01_COMMON_일반/BASE-MET-04_COMMON.png
5,MET,금은세공,4,BASE-MET-04,파도문 은제 티포트,2,RARE,레어,05_MET_금은세공/04_BASE-MET-04_파도문_은제_티포트/02_RARE_레어/BASE-MET-04_RARE.png
5,MET,금은세공,4,BASE-MET-04,파도문 은제 티포트,3,EPIC,에픽,05_MET_금은세공/04_BASE-MET-04_파도문_은제_티포트/03_EPIC_에픽/BASE-MET-04_EPIC.png
5,MET,금은세공,4,BASE-MET-04,파도문 은제 티포트,4,LEGENDARY,전설,05_MET_금은세공/04_BASE-MET-04_파도문_은제_티포트/04_LEGENDARY_전설/BASE-MET-04_LEGENDARY.png
5,MET,금은세공,5,BASE-MET-05,산호손잡이 금박 고블릿,1,COMMON,일반,05_MET_금은세공/05_BASE-MET-05_산호손잡이_금박_고블릿/01_COMMON_일반/BASE-MET-05_COMMON.png
5,MET,금은세공,5,BASE-MET-05,산호손잡이 금박 고블릿,2,RARE,레어,05_MET_금은세공/05_BASE-MET-05_산호손잡이_금박_고블릿/02_RARE_레어/BASE-MET-05_RARE.png
5,MET,금은세공,5,BASE-MET-05,산호손잡이 금박 고블릿,3,EPIC,에픽,05_MET_금은세공/05_BASE-MET-05_산호손잡이_금박_고블릿/03_EPIC_에픽/BASE-MET-05_EPIC.png
5,MET,금은세공,5,BASE-MET-05,산호손잡이 금박 고블릿,4,LEGENDARY,전설,05_MET_금은세공/05_BASE-MET-05_산호손잡이_금박_고블릿/04_LEGENDARY_전설/BASE-MET-05_LEGENDARY.png
5,MET,금은세공,6,BASE-MET-06,바다사자 문장 장식,1,COMMON,일반,05_MET_금은세공/06_BASE-MET-06_바다사자_문장_장식/01_COMMON_일반/BASE-MET-06_COMMON.png
5,MET,금은세공,6,BASE-MET-06,바다사자 문장 장식,2,RARE,레어,05_MET_금은세공/06_BASE-MET-06_바다사자_문장_장식/02_RARE_레어/BASE-MET-06_RARE.png
5,MET,금은세공,6,BASE-MET-06,바다사자 문장 장식,3,EPIC,에픽,05_MET_금은세공/06_BASE-MET-06_바다사자_문장_장식/03_EPIC_에픽/BASE-MET-06_EPIC.png
5,MET,금은세공,6,BASE-MET-06,바다사자 문장 장식,4,LEGENDARY,전설,05_MET_금은세공/06_BASE-MET-06_바다사자_문장_장식/04_LEGENDARY_전설/BASE-MET-06_LEGENDARY.png
5,MET,금은세공,7,BASE-MET-07,파문 금제 담뱃갑,1,COMMON,일반,05_MET_금은세공/07_BASE-MET-07_파문_금제_담뱃갑/01_COMMON_일반/BASE-MET-07_COMMON.png
5,MET,금은세공,7,BASE-MET-07,파문 금제 담뱃갑,2,RARE,레어,05_MET_금은세공/07_BASE-MET-07_파문_금제_담뱃갑/02_RARE_레어/BASE-MET-07_RARE.png
5,MET,금은세공,7,BASE-MET-07,파문 금제 담뱃갑,3,EPIC,에픽,05_MET_금은세공/07_BASE-MET-07_파문_금제_담뱃갑/03_EPIC_에픽/BASE-MET-07_EPIC.png
5,MET,금은세공,7,BASE-MET-07,파문 금제 담뱃갑,4,LEGENDARY,전설,05_MET_금은세공/07_BASE-MET-07_파문_금제_담뱃갑/04_LEGENDARY_전설/BASE-MET-07_LEGENDARY.png
5,MET,금은세공,8,BASE-MET-08,올리브문 쌍촛대,1,COMMON,일반,05_MET_금은세공/08_BASE-MET-08_올리브문_쌍촛대/01_COMMON_일반/BASE-MET-08_COMMON.png
5,MET,금은세공,8,BASE-MET-08,올리브문 쌍촛대,2,RARE,레어,05_MET_금은세공/08_BASE-MET-08_올리브문_쌍촛대/02_RARE_레어/BASE-MET-08_RARE.png
5,MET,금은세공,8,BASE-MET-08,올리브문 쌍촛대,3,EPIC,에픽,05_MET_금은세공/08_BASE-MET-08_올리브문_쌍촛대/03_EPIC_에픽/BASE-MET-08_EPIC.png
5,MET,금은세공,8,BASE-MET-08,올리브문 쌍촛대,4,LEGENDARY,전설,05_MET_금은세공/08_BASE-MET-08_올리브문_쌍촛대/04_LEGENDARY_전설/BASE-MET-08_LEGENDARY.png
5,MET,금은세공,9,BASE-MET-09,항로문 금은 상감함,1,COMMON,일반,05_MET_금은세공/09_BASE-MET-09_항로문_금은_상감함/01_COMMON_일반/BASE-MET-09_COMMON.png
5,MET,금은세공,9,BASE-MET-09,항로문 금은 상감함,2,RARE,레어,05_MET_금은세공/09_BASE-MET-09_항로문_금은_상감함/02_RARE_레어/BASE-MET-09_RARE.png
5,MET,금은세공,9,BASE-MET-09,항로문 금은 상감함,3,EPIC,에픽,05_MET_금은세공/09_BASE-MET-09_항로문_금은_상감함/03_EPIC_에픽/BASE-MET-09_EPIC.png
5,MET,금은세공,9,BASE-MET-09,항로문 금은 상감함,4,LEGENDARY,전설,05_MET_금은세공/09_BASE-MET-09_항로문_금은_상감함/04_LEGENDARY_전설/BASE-MET-09_LEGENDARY.png
5,MET,금은세공,10,BASE-MET-10,등대와 선박 센터피스,1,COMMON,일반,05_MET_금은세공/10_BASE-MET-10_등대와_선박_센터피스/01_COMMON_일반/BASE-MET-10_COMMON.png
5,MET,금은세공,10,BASE-MET-10,등대와 선박 센터피스,2,RARE,레어,05_MET_금은세공/10_BASE-MET-10_등대와_선박_센터피스/02_RARE_레어/BASE-MET-10_RARE.png
5,MET,금은세공,10,BASE-MET-10,등대와 선박 센터피스,3,EPIC,에픽,05_MET_금은세공/10_BASE-MET-10_등대와_선박_센터피스/03_EPIC_에픽/BASE-MET-10_EPIC.png
5,MET,금은세공,10,BASE-MET-10,등대와 선박 센터피스,4,LEGENDARY,전설,05_MET_금은세공/10_BASE-MET-10_등대와_선박_센터피스/04_LEGENDARY_전설/BASE-MET-10_LEGENDARY.png
6,JEW,장신구,1,BASE-JEW-01,산호구슬 귀걸이,1,COMMON,일반,06_JEW_장신구/01_BASE-JEW-01_산호구슬_귀걸이/01_COMMON_일반/BASE-JEW-01_COMMON.png
6,JEW,장신구,1,BASE-JEW-01,산호구슬 귀걸이,2,RARE,레어,06_JEW_장신구/01_BASE-JEW-01_산호구슬_귀걸이/02_RARE_레어/BASE-JEW-01_RARE.png
6,JEW,장신구,1,BASE-JEW-01,산호구슬 귀걸이,3,EPIC,에픽,06_JEW_장신구/01_BASE-JEW-01_산호구슬_귀걸이/03_EPIC_에픽/BASE-JEW-01_EPIC.png
6,JEW,장신구,1,BASE-JEW-01,산호구슬 귀걸이,4,LEGENDARY,전설,06_JEW_장신구/01_BASE-JEW-01_산호구슬_귀걸이/04_LEGENDARY_전설/BASE-JEW-01_LEGENDARY.png
6,JEW,장신구,2,BASE-JEW-02,제비문 은 브로치,1,COMMON,일반,06_JEW_장신구/02_BASE-JEW-02_제비문_은_브로치/01_COMMON_일반/BASE-JEW-02_COMMON.png
6,JEW,장신구,2,BASE-JEW-02,제비문 은 브로치,2,RARE,레어,06_JEW_장신구/02_BASE-JEW-02_제비문_은_브로치/02_RARE_레어/BASE-JEW-02_RARE.png
6,JEW,장신구,2,BASE-JEW-02,제비문 은 브로치,3,EPIC,에픽,06_JEW_장신구/02_BASE-JEW-02_제비문_은_브로치/03_EPIC_에픽/BASE-JEW-02_EPIC.png
6,JEW,장신구,2,BASE-JEW-02,제비문 은 브로치,4,LEGENDARY,전설,06_JEW_장신구/02_BASE-JEW-02_제비문_은_브로치/04_LEGENDARY_전설/BASE-JEW-02_LEGENDARY.png
6,JEW,장신구,3,BASE-JEW-03,카메오 펜던트,1,COMMON,일반,06_JEW_장신구/03_BASE-JEW-03_카메오_펜던트/01_COMMON_일반/BASE-JEW-03_COMMON.png
6,JEW,장신구,3,BASE-JEW-03,카메오 펜던트,2,RARE,레어,06_JEW_장신구/03_BASE-JEW-03_카메오_펜던트/02_RARE_레어/BASE-JEW-03_RARE.png
6,JEW,장신구,3,BASE-JEW-03,카메오 펜던트,3,EPIC,에픽,06_JEW_장신구/03_BASE-JEW-03_카메오_펜던트/03_EPIC_에픽/BASE-JEW-03_EPIC.png
6,JEW,장신구,3,BASE-JEW-03,카메오 펜던트,4,LEGENDARY,전설,06_JEW_장신구/03_BASE-JEW-03_카메오_펜던트/04_LEGENDARY_전설/BASE-JEW-03_LEGENDARY.png
6,JEW,장신구,4,BASE-JEW-04,자개 부채 머리빗,1,COMMON,일반,06_JEW_장신구/04_BASE-JEW-04_자개_부채_머리빗/01_COMMON_일반/BASE-JEW-04_COMMON.png
6,JEW,장신구,4,BASE-JEW-04,자개 부채 머리빗,2,RARE,레어,06_JEW_장신구/04_BASE-JEW-04_자개_부채_머리빗/02_RARE_레어/BASE-JEW-04_RARE.png
6,JEW,장신구,4,BASE-JEW-04,자개 부채 머리빗,3,EPIC,에픽,06_JEW_장신구/04_BASE-JEW-04_자개_부채_머리빗/03_EPIC_에픽/BASE-JEW-04_EPIC.png
6,JEW,장신구,4,BASE-JEW-04,자개 부채 머리빗,4,LEGENDARY,전설,06_JEW_장신구/04_BASE-JEW-04_자개_부채_머리빗/04_LEGENDARY_전설/BASE-JEW-04_LEGENDARY.png
6,JEW,장신구,5,BASE-JEW-05,흑진주 리본 목걸이,1,COMMON,일반,06_JEW_장신구/05_BASE-JEW-05_흑진주_리본_목걸이/01_COMMON_일반/BASE-JEW-05_COMMON.png
6,JEW,장신구,5,BASE-JEW-05,흑진주 리본 목걸이,2,RARE,레어,06_JEW_장신구/05_BASE-JEW-05_흑진주_리본_목걸이/02_RARE_레어/BASE-JEW-05_RARE.png
6,JEW,장신구,5,BASE-JEW-05,흑진주 리본 목걸이,3,EPIC,에픽,06_JEW_장신구/05_BASE-JEW-05_흑진주_리본_목걸이/03_EPIC_에픽/BASE-JEW-05_EPIC.png
6,JEW,장신구,5,BASE-JEW-05,흑진주 리본 목걸이,4,LEGENDARY,전설,06_JEW_장신구/05_BASE-JEW-05_흑진주_리본_목걸이/04_LEGENDARY_전설/BASE-JEW-05_LEGENDARY.png
6,JEW,장신구,6,BASE-JEW-06,에메랄드 인탈리오 반지,1,COMMON,일반,06_JEW_장신구/06_BASE-JEW-06_에메랄드_인탈리오_반지/01_COMMON_일반/BASE-JEW-06_COMMON.png
6,JEW,장신구,6,BASE-JEW-06,에메랄드 인탈리오 반지,2,RARE,레어,06_JEW_장신구/06_BASE-JEW-06_에메랄드_인탈리오_반지/02_RARE_레어/BASE-JEW-06_RARE.png
6,JEW,장신구,6,BASE-JEW-06,에메랄드 인탈리오 반지,3,EPIC,에픽,06_JEW_장신구/06_BASE-JEW-06_에메랄드_인탈리오_반지/03_EPIC_에픽/BASE-JEW-06_EPIC.png
6,JEW,장신구,6,BASE-JEW-06,에메랄드 인탈리오 반지,4,LEGENDARY,전설,06_JEW_장신구/06_BASE-JEW-06_에메랄드_인탈리오_반지/04_LEGENDARY_전설/BASE-JEW-06_LEGENDARY.png
6,JEW,장신구,7,BASE-JEW-07,석류석 진주 초커,1,COMMON,일반,06_JEW_장신구/07_BASE-JEW-07_석류석_진주_초커/01_COMMON_일반/BASE-JEW-07_COMMON.png
6,JEW,장신구,7,BASE-JEW-07,석류석 진주 초커,2,RARE,레어,06_JEW_장신구/07_BASE-JEW-07_석류석_진주_초커/02_RARE_레어/BASE-JEW-07_RARE.png
6,JEW,장신구,7,BASE-JEW-07,석류석 진주 초커,3,EPIC,에픽,06_JEW_장신구/07_BASE-JEW-07_석류석_진주_초커/03_EPIC_에픽/BASE-JEW-07_EPIC.png
6,JEW,장신구,7,BASE-JEW-07,석류석 진주 초커,4,LEGENDARY,전설,06_JEW_장신구/07_BASE-JEW-07_석류석_진주_초커/04_LEGENDARY_전설/BASE-JEW-07_LEGENDARY.png
6,JEW,장신구,8,BASE-JEW-08,별자리 사파이어 팔찌,1,COMMON,일반,06_JEW_장신구/08_BASE-JEW-08_별자리_사파이어_팔찌/01_COMMON_일반/BASE-JEW-08_COMMON.png
6,JEW,장신구,8,BASE-JEW-08,별자리 사파이어 팔찌,2,RARE,레어,06_JEW_장신구/08_BASE-JEW-08_별자리_사파이어_팔찌/02_RARE_레어/BASE-JEW-08_RARE.png
6,JEW,장신구,8,BASE-JEW-08,별자리 사파이어 팔찌,3,EPIC,에픽,06_JEW_장신구/08_BASE-JEW-08_별자리_사파이어_팔찌/03_EPIC_에픽/BASE-JEW-08_EPIC.png
6,JEW,장신구,8,BASE-JEW-08,별자리 사파이어 팔찌,4,LEGENDARY,전설,06_JEW_장신구/08_BASE-JEW-08_별자리_사파이어_팔찌/04_LEGENDARY_전설/BASE-JEW-08_LEGENDARY.png
6,JEW,장신구,9,BASE-JEW-09,세 갈래 다이아몬드 티아라,1,COMMON,일반,06_JEW_장신구/09_BASE-JEW-09_세_갈래_다이아몬드_티아라/01_COMMON_일반/BASE-JEW-09_COMMON.png
6,JEW,장신구,9,BASE-JEW-09,세 갈래 다이아몬드 티아라,2,RARE,레어,06_JEW_장신구/09_BASE-JEW-09_세_갈래_다이아몬드_티아라/02_RARE_레어/BASE-JEW-09_RARE.png
6,JEW,장신구,9,BASE-JEW-09,세 갈래 다이아몬드 티아라,3,EPIC,에픽,06_JEW_장신구/09_BASE-JEW-09_세_갈래_다이아몬드_티아라/03_EPIC_에픽/BASE-JEW-09_EPIC.png
6,JEW,장신구,9,BASE-JEW-09,세 갈래 다이아몬드 티아라,4,LEGENDARY,전설,06_JEW_장신구/09_BASE-JEW-09_세_갈래_다이아몬드_티아라/04_LEGENDARY_전설/BASE-JEW-09_LEGENDARY.png
6,JEW,장신구,10,BASE-JEW-10,루비 타이핀·커프스 세트,1,COMMON,일반,06_JEW_장신구/10_BASE-JEW-10_루비_타이핀·커프스_세트/01_COMMON_일반/BASE-JEW-10_COMMON.png
6,JEW,장신구,10,BASE-JEW-10,루비 타이핀·커프스 세트,2,RARE,레어,06_JEW_장신구/10_BASE-JEW-10_루비_타이핀·커프스_세트/02_RARE_레어/BASE-JEW-10_RARE.png
6,JEW,장신구,10,BASE-JEW-10,루비 타이핀·커프스 세트,3,EPIC,에픽,06_JEW_장신구/10_BASE-JEW-10_루비_타이핀·커프스_세트/03_EPIC_에픽/BASE-JEW-10_EPIC.png
6,JEW,장신구,10,BASE-JEW-10,루비 타이핀·커프스 세트,4,LEGENDARY,전설,06_JEW_장신구/10_BASE-JEW-10_루비_타이핀·커프스_세트/04_LEGENDARY_전설/BASE-JEW-10_LEGENDARY.png
